"address","point","ratio"
"0x4D21A7Cc8077698033CdDaCd51259D5a2Cf0EAa4",1812283.88647917864150000000,13.651693607075597865228652
"0x01b226C44e4D75185DaE29dAaD6EDe0FEE957A5e",1132145.33330903016705000000,8.528300297941720873493222
"0x0E5e3EE1d580D3b5aAFf5D430B2Ca6c93684D575",967477.59901145402715000015,7.287880145021230518215717
"0x874CF07dE84b0fbc45b9f780f1AC84D3354D394E",494587.98330810490476568560,3.725665531894713810374964
"0x0d37de42fEa9D83987D01BA00Db7026bB316A4f4",412378.32572770214680500135,3.106391109601740215198797
"0xF26661684235625aA6DEc37990EaA4d78E9a566B",371499.01628440244745000000,2.798452705716819220455497
"0xA0494fEF411962260B87dc99Ec83419944C1FFF8",363006.16663163737080000000,2.734477198250517381184963
"0xBEFE9091541d2FD2Bb2B931536Fbee0383C4c4E0",344046.68707874465593800405,2.591657959092271032898160
"0xC0C464B7E1aef3df64Ea8c33d3B3cAd966F605c0",294362.24206343096550000000,2.217391639424008785703813
"0x411d41fa6be15967020a016876891b254d7f8769",289648.40297105671432700345,2.181882916159262182098674
"0x1c579Ce7791934D2B12c16cC748F412404db477E",263679.74677477811820000000,1.986264481087360622996507
"0x94E8629d24fE93bD8Be6F9738B1aDA71e2dF4Be5",165698.11127695793478270000,1.248181845736526946629196
"0x9d09Ec3CBb97Bc6571168A155cAd17043Ff1093D",135879.09382012849129500000,1.023559151123526470743142
"0xf117383eC831B53E26C9fFDd2708448543D4Ba19",133799.98815730423726200015,1.007897524544285438221695
"0x5Aac27A4262B6426152A08722D4eeF2a3a738341",118776.94301963679525195240,0.894730922559459455765217
"0x9b3e6E6AD4b0F20E36e00F597C4f0792E0bDEdDf",105383.11294866177112500105,0.793836981097884038829664
"0x298523fAA843CA40e83b7934170ca874a4FA1b04",101729.55223100701087500000,0.766315193885412972737168
"0x240f896698438dbb7c4ad9b7372c6ee1e765a488",82413.11931404500040505890,0.620807072486009580730551
"0x27503a68de1dfd3dC059fB9468435e4b9C1CaA1b",80517.20698239025612802460,0.606525416918288333117123
"0xe7ccBC324D335aBecaa606c7E4632029a7370275",78559.83181011269883000000,0.591780769942508344268155
"0x7a38B009F9e176F07978C2E75bab2A5b657cA37a",78167.04647126672743185450,0.588821970198559853085079
"0xBE36a4DD37dcb8692EF52947FCa828562A206244",77455.66331000252010000000,0.583463215410048751420480
"0xB425c14b0eB95f9Fe70508f36da3729453910AF6",67211.22095217704445000000,0.506293192938523954232541
"0xceC771B3AB9204c4EB0B731111658e7C8bA539cF",65461.90022034930722332605,0.493115792405645631354963
"0xf1CCC1c3412d8Bd4E6466A0c0A6C6fe7f0158672",64502.43202588630249500000,0.485888246040385016580467
"0x39F60b349ff277F8f3098aa52720fd2817E9415d",60101.36655039369813892815,0.452735604854114779196438
"0x7d99513d132c0030cfe254bb36fc2aebf2a51831",60071.06888169232879500000,0.452507376543304528924313
"0x46dCd015583401B54f8e7eFc59a339748d96CE44",60051.39692253212581500105,0.452359190289975458833231
"0xd77a9E1dE1bcc0d2970DbDA5D1A7A1753Ca8F574",55729.08345535949988000000,0.419799777513750219951935
"0xCD4C79620A80811FdD90840E6813466969040B8C",55171.28123317874291220180,0.415597927523596875189005
"0x34d8b8B88887F88cCc01262080A588660265BB40",54650.65965236927791500075,0.411676154362411831615852
"0xe45d10c00575A68A97a81645916036305BAb3Fba",53375.84544784533550350000,0.402073148422807558718019
"0xc6571c2FB66825F13b7751b1c334810D397618Eb",52957.28553431660344500000,0.398920192234028933101234
"0xFF1882511a5673194b252c35f2530562f74F47e4",52585.08763383200671500000,0.396116474926535835798994
"0xb2f6129b4B2fa2061BBf6d136BEE016A66D821Fb",49342.78034659262553980025,0.371692605136812898632500
"0x68459d1A7d888b95B518f5764740409E1a3d735f",48838.18745239970553611040,0.367891573941191548490434
"0x1FBe7279DA134C53Fa521f5EE65891948e775e17",47424.23323461750227700000,0.357240444777815492147670
"0x74EE5918F25E39FafA72cBA2635c0cC00c6Cf5a5",44648.66915009979257490210,0.336332489489280522342005
"0x13A5755535F27A2db363fee1CAdb39475Dc42c49",42937.42012296686308500105,0.323441878046936083734144
"0x7FB0652c7250bC0BC57D1B52532Cdb6eA7B6e0a5",40172.96929064173882500000,0.302617637409865615929714
"0xDf06A761D286C0ae835173236E1f12f1379E4977",40071.09269785436178036930,0.301850214579015401917563
"0x5D2cA9c220F66A5f181E53bAC510Fe1e1a0bA268",38514.14764640221910626665,0.290121954473602053785969
"0xc5adfb6f78e04f870b748b60a1ab010251484707",37803.36642675644785802090,0.284767734031285576874322
"0xa243C30cC549C92d620651CA7Edd12B096e76525",36549.15570054884573565390,0.275319931354985237220705
"0x84d80f973bea3aEab04bA82ec0c15eCd5d2Ff9cD",34394.82906175490292891570,0.259091675163008206121073
"0xf8992A1f4e302460Bd49a1646Ee315D810235212",33741.19851539497613850165,0.254167963145424331227031
"0xb8aEaaD846754418b01502f5B2360F4284213150",33183.20549632305338550060,0.249964675907652768028920
"0x7499785aA5D1bdF0A0ac862c1ef3698d3cbA6568",32584.50860852311055100525,0.245454771837582872594397
"0x85D8179BaCB371C3F343365fec64b1233D914B69",32274.94336997697653890995,0.243122858046613102389080
"0x77d75c135087f34DBf27238a081551725ba796aE",32246.67854740796443500090,0.242909942895488437904469
"0xC074Bd441474cB7f619F78b12a9832e5a5d3e3bA",31492.84137439084909200075,0.237231387679921811972030
"0x0f02c6A0FE82Bf5B8EeB88Bd9ca1053f3F735a0C",30523.52889295955613774495,0.229929685609545765760817
"0xbEE7D5520426d581b663d725b4a61df1f5144b8F",30234.74204925213453279765,0.227754292704791027156484
"0x57059BB3b9319F6fF9D9dF49c913f49F64Febd71",30159.72199019242941000000,0.227189176572429731840127
"0xCe3b475b40e6263e0b20A4c24BFEDf1b7DcB2252",29221.74057932036868000000,0.220123487291687468613859
"0x300fcD3C4b0d5a34E4aD2a9312c27A031710b538",27912.01415924749732500000,0.210257492273289311989397
"0x8EB91D0d3F81CD74493a3e95528B6FD3822514dc",27785.71545264456712500000,0.209306100905536869043341
"0xAa2df5fEb6a118105D4E1AbdDe5350A0718f75bb",27735.19597000339486500000,0.208925544358435890509002
"0xFf2022AbcCc7078918917C9521dFb9bc91022993",27442.33918059729458100090,0.206719493093757343743023
"0xb7932B859a533029dbF8B61caAAcdd39a4fBf2de",26952.14398906523005500000,0.203026917878370762548317
"0x2F1641a0fDCd532124D8eFaA8479Cf367e41f725",26623.76735189761285500000,0.200553300322214420831953
"0x93AC62009eAF411645dbD6D9d480225D0f66BE20",26523.91899781299460500000,0.199801155943895100443999
